"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-02-27",,,,,"1.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-03-08",,,,,"1.31",",,N","12.0",",,N","12.0",",,N",,,,,,,"1.3",",,N","1.3",",,N",,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-03-12",,,,,"0.50",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-03-17",,,,,"0.26",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-03-18",,,,,"0.35",",,N","3.0",",,N","3.0",",,N",,,,,,,"0.4",",,N","0.4",",,N",,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-03-19",,,,,"0.46",",,N","0.0","T,,N","0.0","T,,N",,,,,,,"0.0","T,,N","0.0","T,,N",,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-03-25",,,,,"0.65",",,N","7.0",",,N","7.0",",,N",,,,,,,"0.6",",,N","0.6",",,N",,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-04-01",,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-04-05",,,,,"0.49",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-04-12",,,,,"0.87",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-04-13",,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-04-15",,,,,"0.15",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-04-16",,,,,"0.18",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-04-19",,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-04-20",,,,,"0.52",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-04-25",,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-04-29",,,,,"0.24",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-04-30",,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-05-01",,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-05-07",,,,,"0.65",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-05-08",,,,,"1.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-05-09",,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-05-10",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-05-11",,,,,"0.21",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-05-17",,,,,"0.42",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-05-18",,,,,"0.41",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-05-19",,,,,"0.19",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-05-20",,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-05-23",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-05-24",,,,,"0.23",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-06-03",,,,,"0.19",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-06-07",,,,,"2.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-06-08",,,,,"0.67",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-06-10",,,,,"2.29",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-06-11",,,,,"0.43",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-06-14",,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-06-18",,,,,"0.90",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-06-19",,,,,"0.20",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-06-27",,,,,"0.36",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-06-30",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-07-02",,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-07-03",,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-07-04",,,,,"0.85",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-07-08",,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-07-09",,,,,"0.54",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-07-11",,,,,"0.95",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-07-12",,,,,"1.12",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-07-14",,,,,"0.15",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-07-17",,,,,"0.17",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-07-18",,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-07-22",,,,,"0.16",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-07-29",,,,,"0.20",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-08-01",,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-08-02",,,,,"0.75",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-08-09",,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-08-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-08-12",,,,,"0.38",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-08-13",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-08-14",,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-08-18",,,,,"0.80",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-08-19",,,,,"0.65",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-08-20",,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-08-22",,,,,"0.26",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-08-23",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-08-24",,,,,"1.22",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-08-29",,,,,"0.58",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-09-01",,,,,"0.87",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-09-13",,,,,"0.33",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-09-22",,,,,"0.46",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-10-08",,,,,"0.84",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-10-10",,,,,"0.44",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-10-11",,,,,"0.78",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-10-12",,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-10-14",,,,,"0.20",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-10-18",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-10-23",,,,,"0.36",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-11-02",,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-11-16",,,,,"0.35",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-11-18",,,,,"0.14",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-11-27",,,,,"2.78",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-12-06",,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-12-07",,,,,"1.19",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-12-09",,,,,"0.72",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-12-11",,,,,"0.32",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-12-15",,,,,"0.47",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-12-23",,,,,"0.82",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-12-24",,,,,"0.19",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-12-29",,,,,"0.55",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2013-12-30",,,,,"1.20",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2014-01-03",,,,,"0.11",",,N","0.0","T,,N","0.0",",,N",,,,,,,"0.0","T,,N","0.0","T,,N",,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2014-01-06",,,,,"0.84",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2014-01-11",,,,,"0.77",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2014-01-12",,,,,"0.79",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2014-01-14",,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2014-01-15",,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2014-01-22",,,,,"0.19",",,N","3.0",",,N","3.0",",,N",,,,,,,"0.2",",,N","0.2",",,N",,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2014-01-29",,,,,"0.04",",,N","1.0",",,N","1.0",",,N",,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","38.110766","-78.511944","166.7","2014-02-03",,,,,"1.37",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
